Centroid_ID	Longitude	Latitude	NearLightlon	NearLightLat	DistanceStop
54	13.380760333333333	52.51897399999999	13.3809897	52.5166047	0.25756838835224316
55	13.355310000000001	52.5416675	13.3501546	52.5423332	0.5777616500166697
56	13.306866933333335	52.50729253333334	13.3066372	52.5066749	0.07154949064112319
57	13.30304	52.5049295	13.3026447	52.5043157	0.0796474643254237
58	13.505999999999998	52.580313	13.5038322	52.572982	0.8284740560368486
59	13.544244142857142	52.543620857142855	13.5425363	52.5422857	0.23852860199381326
60	13.430693333333334	52.52915	13.428684	52.5324521	0.4212682510022656
61	13.3274432	52.56342360000001	13.327129	52.5632274	0.04088149195095553
62	13.311742	52.512049	13.3105328	52.511837	0.13639998052619093
63	13.32146825	52.56555925	13.327129	52.5632274	0.6781333148683952
64	13.400082666666664	52.50954400000001	13.4041155	52.5112959	0.48682638955307694
65	13.38308118181818	52.50450236363636	13.3814763	52.5035788	0.2045180671911591
66	13.431648	52.50221545454545	13.4280355	52.4992628	0.5131631652818508
67	13.424255666666667	52.53892922222222	13.4239927	52.538751	0.035022511694047055
68	13.409972146067414	52.53972511235956	13.4113979	52.5401928	0.16641190467248318
69	13.405629999999999	52.54672975	13.4062834	52.5414023	0.5808069837621889
70	13.38358125	52.55568375	13.3837614	52.5559072	0.03139341524364809
71	13.38744	52.54118	13.392876	52.5422898	0.6162625436795689
72	13.342691379999998	52.50197344	13.3430005	52.5017976	0.03928636456344778
73	13.282186	52.509602	13.2831263	52.5100921	0.117240048519196
74	13.609476999999998	52.492826	13.6095092	52.4936824	0.09262290292165663
75	13.616834	52.491315	13.6096169	52.4937607	0.8449115888230668
76	13.350311333333332	52.55196466666666	13.3510684	52.549989	0.22972720760560839
77	13.403701000000002	52.51024	13.4041155	52.5112959	0.12316186130115966
78	13.280136	52.50713399999999	13.2834702	52.5077057	0.37587357721317144
79	13.3815025	52.4543085	13.3844659	52.4537449	0.33510823606272
80	13.625559	52.446848	13.6242974	52.4474151	0.15308582428361373
81	13.452755483870966	52.50853916129032	13.4514133	52.5095695	0.18625106799842825
82	13.419058666666665	52.54294444444446	13.4182043	52.5401347	0.3184035461395691
83	13.456871599999998	52.5157748	13.4573531	52.5129045	0.314984121309754
84	13.532378	52.524164	13.5304721	52.525479	0.2551923856533448
85	13.379409	52.525684	13.3770736	52.5287568	0.42181939496861875
86	13.418856	52.512538	13.4194925	52.5142146	0.1946620792456136
87	13.36405325	52.543531	13.3650375	52.5430625	0.1206101817979391
88	13.5131385	52.53411800000001	13.5100153	52.5351836	0.3658959595993476
89	13.289676	52.58733	13.2896968	52.5881913	0.09323625668903446
90	13.354338	52.5492085	13.3531176	52.5498029	0.15016856023483932
91	13.392055333333333	52.49739133333333	13.3917234	52.4988198	0.1588664748570948
92	13.304487	52.619753	13.3075189	52.6174544	0.4189577760215272
93	13.421623888888886	52.539637	13.4234701	52.5392926	0.20864166428047345
94	13.513991	52.453412	13.510566	52.4540948	0.3879320219423178
95	13.45013	52.506479000000006	13.4501205	52.5063685	0.01199665489487534
96	13.34878335	52.49809825	13.3537297	52.4995972	0.5734197569555867
97	13.318253	52.482415	13.3205449	52.4864895	0.5092350512534359
98	13.422252	52.43370400000001	13.4481868	52.4377918	2.917513688169669
99	13.489301000000001	52.467375	13.4898621	52.4674002	0.062451031223859615
100	13.468798714285715	52.50693285714285	13.46934	52.5066384	0.06809201411952258
101	13.382076	52.552615	13.3814583	52.5522617	0.07860228434892486
102	13.383053750000002	52.55113150000001	13.3814583	52.5522617	0.21545429532950125
103	13.440567809523806	52.50016730952381	13.4414625	52.5008341	0.12287223392499225
104	13.431196	52.535938	13.4325586	52.5363204	0.15705761782628608
105	13.463616	52.55415	13.4647169	52.5516219	0.29954184784221954
106	13.4768456	52.51392120000001	13.4773772	52.5138037	0.060461389692277344
107	13.460694	52.520337	13.4592751	52.5204544	0.15828467225911513
108	13.414660500000002	52.53056700000001	13.4126861	52.5323899	0.2950840748686407
109	13.497219	52.543229	13.4978103	52.5468443	0.3963912519187273
110	13.3812655	52.52808149999999	13.3820921	52.5303003	0.25701814668070944
111	13.509054	52.45676233333333	13.5105033	52.4557437	0.1951927370927136
112	13.36957	52.46872	13.3650726	52.4759806	0.9311565280275607
113	13.429587862068965	52.499214517241384	13.4280355	52.4992628	0.1726939960189629
114	13.505025	52.5642446	13.5046117	52.5638559	0.06227570030989806
115	13.367572	52.50696800000001	13.3749852	52.5039086	0.888273193345204
116	13.439838	52.510001	13.4351709	52.5107448	0.525156182675967
117	13.388757600000002	52.54934600000001	13.3883057	52.5488223	0.07572460434552877
118	13.381433	52.49312	13.383123	52.4986927	0.6314425911000892
119	13.434638	52.512493000000006	13.4351709	52.5107448	0.19813969240236506
120	13.464475	52.547953	13.467105	52.5484859	0.2980667698784561
121	13.432686	52.536101	13.4327418	52.5358897	0.023680094882081445
122	13.337919	52.49101999999999	13.3405436	52.4885755	0.39385708574678113
123	13.400301	52.494577	13.3958247	52.4912895	0.6117208623791917
124	13.473487	52.50472900000001	13.4742237	52.5029418	0.20990275814177461
125	13.351822	52.47933	13.3519181	52.4793491	0.010883814588140557
126	13.3430344	52.49926765	13.3430005	52.5017976	0.27375001518058584
127	13.424716846153846	52.48727838461539	13.4245531	52.4862857	0.10889854648033932
128	13.411598142857144	52.526517428571424	13.4104868	52.5276951	0.1774732517179661
129	13.44118975	52.51746675	13.4447135	52.5167465	0.39949124783432594
130	13.4428345	52.511276	13.4447135	52.5167465	0.6274342257875409
131	13.350190333333332	52.514442	13.3480704	52.519985	0.6443666332926352
132	13.418924697841724	52.500885755395686	13.4183107	52.4989853	0.21659417420148452
133	13.408702333333332	52.50271466666667	13.4107479	52.5036623	0.24948503242061307
134	13.417225	52.432886	13.3875138	52.4396754	3.38437862071809
135	13.35277425	52.540129	13.3501546	52.5423332	0.37645702497690153
136	13.227346	52.444881	13.2332397	52.4367661	1.0959234502341892
137	13.341860399999998	52.495967799999995	13.3431855	52.4961755	0.14904836292317059
138	13.378666	52.56821	13.3809904	52.5715004	0.4398860037862278
139	13.561099	52.576115	13.5653023	52.5714452	0.6879319490163138
140	13.401519	52.539811500000006	13.4012039	52.5396897	0.037432686024857595
141	13.4027085	52.541117500000006	13.4020564	52.5399996	0.14099402945203
142	13.195569	52.420445	13.1931603	52.432055	1.2851150476567892
143	13.344822	52.54654	13.3448955	52.5467137	0.020493278488549677
144	13.262195000000002	52.434631	13.2585888	52.4310735	0.5559155185002017
145	13.571876	52.56435	13.5714494	52.5646318	0.056373377287530314
146	13.403209666666667	52.542793	13.4020564	52.5399996	0.32823960776824057
147	13.564607	52.455101	13.5638379	52.456506	0.17429470218648752
148	13.400306	52.547951	13.4030585	52.5544232	0.7640592411641673
149	13.439414999999999	52.4770912	13.4393375	52.4762696	0.08927307571707549
150	13.307802	52.452546	13.3071282	52.4479557	0.5023323209090559
151	13.442918	52.505949	13.4414625	52.5008341	0.5763605581864131
152	13.570976000000002	52.565472	13.5716551	52.5648244	0.1029662750357854
153	13.369067000000001	52.544206499999994	13.3669996	52.5427866	0.2764821710133237
154	13.193292	52.43317800000001	13.1931603	52.432055	0.12245500298717936
155	13.327226000000001	52.52767579999999	13.3293873	52.5344077	0.7670145713811173
156	13.542400500000001	52.542036	13.5425363	52.5422857	0.030929994800704193
157	13.474146777777774	52.5140928888889	13.4745707	52.5149375	0.10277857948551426
158	13.471676	52.518356	13.473873	52.5205517	0.34066754558283574
159	13.335620666666665	52.47180633333333	13.3415003	52.4707164	0.6643365339791912
160	13.444477	52.478571	13.4393375	52.4762696	0.6233344340160852
161	13.386995166666665	52.492027404761906	13.3886168	52.4941308	0.29031874519749734
162	13.378381	52.573288	13.3809904	52.5715004	0.34868782339801896
163	13.379259545454545	52.529241727272726	13.3770736	52.5287568	0.2486627040806128
164	13.265137	52.500401	13.2702326	52.4986377	0.5978801501570616
165	13.45093438095238	52.522372523809516	13.4503004	52.5224781	0.07141417744643863
166	13.436085999999998	52.50691	13.4349112	52.5103817	0.39754642908064525
167	13.307191666666665	52.50037699999999	13.3073226	52.5000028	0.04302986321053638
168	13.437803	52.496408	13.4414625	52.5008341	0.6282673758556271
169	13.303161	52.52468566666667	13.3047721	52.5263437	0.2535429141631172
170	13.197671357142855	52.534031999999996	13.1974528	52.5347721	0.08372655497964733
171	13.196413	52.418692	13.1931603	52.432055	1.4911989348761037
172	13.364756	52.47617375	13.3650726	52.4759806	0.04093868895558529
173	13.3954719	52.52066649999999	13.3953839	52.5194208	0.13510212962517473
174	13.381825	52.573001	13.3809904	52.5715004	0.1869846735350373
175	13.351047	52.549599	13.3510684	52.549989	0.04226109313053129
176	13.305245	52.476272	13.3114364	52.4802953	0.814557370839249
177	13.5156285	52.5669915	13.5138941	52.5665389	0.1989678255166603
178	13.27069	52.57472900000001	13.2837514	52.5894565	2.1563219705427406
179	13.495845999999998	52.473449	13.4898621	52.4674002	0.9330001842237956
180	13.537408	52.570102	13.5276714	52.5700498	1.0826767254275411
181	13.554493	52.552933	13.5535509	52.557608	0.5161026491017396
182	13.431247321428573	52.46819539285713	13.4312408	52.4676341	0.06071029950866881
183	13.329831	52.515205	13.3364504	52.5143746	0.7415081922705415
184	13.3211935	52.528007499999994	13.3293873	52.5344077	1.1444181163219804
185	13.591516	52.534812	13.5964015	52.5338331	0.5534501918854399
186	13.268266	52.534328	13.2727638	52.5367748	0.5659116585134097
187	13.553066	52.557667	13.5535509	52.557608	0.05429438790837047
188	13.468974	52.563665	13.4681718	52.5569649	0.7299988767747345
189	13.485128	52.463697	13.4898621	52.4674002	0.6613948418806828
190	13.30164	52.488655	13.3002415	52.488627	0.15553583519193312
191	13.48619	52.61837	13.4694647	52.6152148	1.8908074033286986
192	13.497664833333333	52.50973066666666	13.4978129	52.5102343	0.05688928824585043
193	13.370247999999998	52.492817	13.3706891	52.4929715	0.05181774252711408
194	13.44313525	52.46932225	13.4437571	52.4695134	0.07217073549505756
195	13.285578	52.585078	13.2837514	52.5894565	0.5155355492123858
196	13.605007	52.535515	13.6052613	52.5360581	0.06515170883368113
197	13.40612425	52.49838625	13.40591	52.4983972	0.023852969737582302
198	13.243911	52.614762	13.2460234	52.6129169	0.3083116711553625
199	13.203579428571427	52.53751771428572	13.2062573	52.5388381	0.3302969001354099
200	13.2461375	52.613574	13.2460234	52.6129169	0.07224512647828324
201	13.448235869565215	52.50352960869565	13.4484788	52.5048724	0.14770866489468945
202	13.465626749999998	52.516306875	13.4644405	52.5147399	0.21473803554160964
203	13.417475	52.504206	13.4183107	52.4989853	0.5722652193032475
204	13.396422590909092	52.51378854545455	13.395591	52.5133502	0.10391693805687163
205	13.397221700000001	52.5367339	13.3966175	52.5374381	0.10156768745366938
206	13.3547985	52.505683499999996	13.3537297	52.4995972	0.6691063393492033
207	13.44571	52.501777	13.4484788	52.5048724	0.4548083137482477
208	13.389813	52.535079	13.3905139	52.5357345	0.10536562253079766
209	13.469152	52.488739	13.4618296	52.4938491	0.9840275559075633
210	13.177071	52.438354	13.1798077	52.4214071	1.8598496783925798
211	13.541207	52.543608	13.5413545	52.5436548	0.017163857209254483
212	13.415456	52.559881	13.413232	52.5596168	0.24894343323124318
213	13.497041000000001	52.51920849999999	13.4993269	52.5194799	0.2558691266501031
214	13.287177500000002	52.588964	13.2896968	52.5881913	0.29234777486951147
215	13.286305	52.58993050000001	13.2837514	52.5894565	0.28854394292873153
216	13.386564000000002	52.531587	13.3875897	52.5323318	0.13963955665318167
217	13.2835885	52.5008105	13.2839193	52.5007919	0.03683836700273461
218	13.283769	52.51857749999999	13.2844201	52.5180135	0.09469435773291951
219	13.433170999999998	52.4809015	13.4341793	52.4816522	0.13842797005484447
220	13.280942	52.51612900000001	13.2844201	52.5180135	0.4372251223336668
221	13.375237615384615	52.51836792307692	13.3729545	52.5201123	0.31632340051468394
222	13.313606	52.510201	13.3105328	52.511837	0.3848563379079879
223	13.4142535	52.5431305	13.4150678	52.5435454	0.10105677720841008
224	13.415381428571427	52.527050571428575	13.4161078	52.5274326	0.0907248873043809
225	13.592317	52.454304	13.5908277	52.4553193	0.19866055842838345
226	13.509097500000001	52.451094	13.5079617	52.4505494	0.13934689585629503
227	13.429096181818185	52.48774081818181	13.4245531	52.4862857	0.5291156433429367
228	13.410114111111113	52.55077288888889	13.4090846	52.554074	0.37496227689770556
229	13.418897800000002	52.5142634	13.4194925	52.5142146	0.06633802591218695
230	13.2588524	52.4319276	13.2585888	52.4310735	0.09697589454334214
231	13.468385000000001	52.50340625000001	13.4691195	52.5029812	0.09371816942387814
232	13.459325	52.548305000000006	13.4580216	52.5498114	0.21804355299139905
233	13.32427	52.539001	13.3293873	52.5344077	0.7555061176733894
234	13.393460500000002	52.54165675	13.392876	52.5422898	0.09441050697520882
235	13.485145	52.503509	13.4853253	52.5038434	0.041344615289214286
236	13.536658	52.52674200000001	13.5365518	52.52704	0.03431176814703083
237	13.29561942857143	52.55576814285714	13.3029254	52.5710338	1.8408938022817518
238	13.53507	52.535777	13.5354758	52.535655	0.04701097938156386
239	13.547006	52.550332	13.5475595	52.5507334	0.0753048620381236
240	13.395344	52.50224599999999	13.3917234	52.4988198	0.5472077976832482
241	13.238869	52.471279	13.2530752	52.4498912	2.802552702223136
242	13.384675	52.507118999999996	13.3850915	52.5117915	0.507563549690626
243	13.604144	52.53694599999999	13.6050425	52.5364642	0.1126637214726044
244	13.429071	52.528714	13.428684	52.5324521	0.4065775060833618
245	13.434659750000002	52.52929975	13.4371245	52.5342216	0.5987183027198745
246	13.416901	52.51164154545454	13.4160272	52.5104484	0.16153858400567156
247	13.359813818181818	52.48978881818182	13.3602198	52.4903665	0.07709592385549091
248	13.393153390243905	52.489124268292684	13.3958247	52.4912895	0.3782682140493519
249	13.404286	52.545317	13.4062834	52.5414023	0.4781490710478607
250	13.423709	52.543958	13.4259805	52.5447901	0.2681342241994451
251	13.346257333333332	52.49740666666667	13.3431855	52.4961755	0.36662658397265985
252	13.385496	52.49841315384616	13.383123	52.4986927	0.26559306752055434
253	13.399863333333334	52.532954000000004	13.3995725	52.532764	0.03831719895898033
254	13.180193	52.42133850000001	13.1800603	52.421199	0.02111471357700942
255	13.391647333333333	52.54359033333333	13.392876	52.5422898	0.19610324206520996
256	13.488379	52.574159	13.494871	52.5723698	0.7473521853870074
257	13.353098	52.544324	13.3501546	52.5423332	0.39180352792546325
258	13.380901	52.512453	13.3818418	52.5164415	0.4439621166460694
259	13.454436600000001	52.516025799999994	13.4539745	52.515818	0.056082424458706225
260	13.23985525	52.51476150000001	13.242828	52.5112644	0.5025392027364626
261	13.532407333333332	52.431267000000005	13.5306716	52.4299442	0.2402115871586659
262	13.557843	52.553178	13.5611175	52.5502024	0.4858326630636111
263	13.239899	52.516116	13.242828	52.5112644	0.6179298549495076
264	13.3979855	52.510992	13.395591	52.5133502	0.3687287732900356
265	13.3218935	52.512596499999994	13.3221613	52.5118853	0.08251442656383327
266	13.432938	52.48445433333333	13.4341793	52.4816522	0.33301015330270417
267	13.322623000000002	52.50893875	13.3221613	52.5118853	0.3229316205989905
268	13.53514375	52.43281525	13.5350522	52.4321448	0.07319162136269858
269	13.359456	52.56986800000001	13.3604739	52.5711895	0.1823477285405851
270	13.341795199999998	52.505295200000006	13.3430005	52.5017976	0.40145086286190507
271	13.228175	52.51006999999999	13.2276304	52.5101503	0.061177469919267605
272	13.3034848	52.5062672	13.3045162	52.5050484	0.1747779190061244
273	13.54344	52.52855600000001	13.5434036	52.5259365	0.2832048585152287
274	13.3884825	52.531985	13.3887147	52.531658	0.043793442923954394
275	13.415307285714285	52.54002951428572	13.4128386	52.5409911	0.2935485609065854
276	13.407719	52.543999	13.4062834	52.5414023	0.32306501117479514
277	13.44023	52.518249	13.4447135	52.5167465	0.5243561824824308
278	13.288972	52.416673	13.3085527	52.4099669	2.2950297897024
279	13.341265	52.47039	13.3415003	52.4707164	0.043950944308570515
280	13.342102	52.49481700000001	13.3431855	52.4961755	0.19004954233481258
281	13.382437	52.48663199999999	13.3859508	52.4860843	0.39518381441632616
282	13.610666	52.512068000000006	13.6107967	52.5118952	0.02366360055354902
283	13.321387476190473	52.456737571428576	13.3209192	52.4568021	0.05253605358804937
284	13.346243	52.518441	13.3480704	52.519985	0.2630482207428443
285	13.4234644	52.4914576	13.4220572	52.4930552	0.23311226058145568
286	13.367397666666667	52.48784333333333	13.3678588	52.4922745	0.48210892384235055
287	13.394471642857145	52.4911765	13.3958247	52.4912895	0.15094900401381692
288	13.469667	52.615504	13.4694647	52.6152148	0.03852298210454532
289	13.262604	52.540606	13.262306	52.5369951	0.3922079709025316
290	13.37675	52.47571	13.3844457	52.4709704	0.9975665591338337
291	13.373559	52.47812800000001	13.3660396	52.4765716	0.8529049245954549
292	13.363064	52.484281	13.3611679	52.4865053	0.3199340111612679
293	13.442263	52.52935600000001	13.4421124	52.5315225	0.2349022299915768
294	13.389482	52.504595	13.3906125	52.5060447	0.20098191459407697
295	13.322643166666667	52.51111216666666	13.3221613	52.5118853	0.09934345710404022
296	13.395990800000002	52.532170799999996	13.3947562	52.5322689	0.1376909540157808
297	13.357541199999998	52.499529200000005	13.3537297	52.4995972	0.4238838938113087
298	13.432239000000001	52.49258999999999	13.4280355	52.4992628	0.8598315541210088
299	13.420547999999998	52.52496533333333	13.4204682	52.5249909	0.009294261252728173
300	13.404323333333332	52.56973533333333	13.4045701	52.5695371	0.03482348162595196
301	13.121447	52.42969300000001	13.1272716	52.3944579	3.8702078176225143
302	13.128319	52.43393199999999	13.1272716	52.3944579	4.276200946204947
303	13.377485	52.548608	13.3794684	52.5449517	0.45286144171577264
304	13.369171666666665	52.54082	13.3702888	52.5400429	0.14999314188095708
305	13.382893	52.59184499999999	13.3837227	52.591977	0.09335703359540762
306	13.38695	52.51092875000001	13.3850915	52.5117915	0.22675251951297065
307	13.400025	52.51833249999999	13.4026808	52.5216622	0.4657549314892785
308	13.325179	52.60716299999999	13.321194	52.6062718	0.453483544609576
309	13.378862	52.51409616666667	13.3809897	52.5166047	0.36001930130379606
310	13.298607	52.598175	13.2896968	52.5881913	1.4659013823888911
311	13.324365	52.47554399999999	13.3285001	52.4776476	0.5130551033627978
312	13.370211	52.50738000000001	13.3749852	52.5039086	0.6502678026114793
313	13.259542	52.50801600000001	13.2598587	52.5078537	0.039353383746686045
314	13.376114	52.558478	13.3779272	52.5563997	0.30198886514711126
315	13.41549704	52.51891244	13.4139082	52.5215849	0.3387720113031943
316	13.410645111111114	52.50354444444446	13.4107479	52.5036623	0.0171212731619265
317	13.387830875	52.50018975	13.3906496	52.4977596	0.4090734669785282
318	13.509428333333332	52.57470900000001	13.5038322	52.572982	0.649673777878697
319	13.336831	52.5288765	13.3412971	52.5261489	0.5776778754790727
320	13.335428	52.488112	13.3310103	52.4873298	0.4984637566352621
321	13.317866	52.50580600000001	13.3190659	52.5051746	0.1498978084138449
322	13.304851	52.49515400000001	13.3090745	52.4945315	0.47443866239231336
323	13.451455	52.50747766666667	13.4505973	52.5080429	0.11327994024978355
324	13.466191	52.502325	13.4691195	52.5029812	0.3332766189593949
325	13.434948	52.505571499999995	13.4349112	52.5103817	0.5202496218007856
326	13.416872199999998	52.52348820000001	13.4147332	52.5221645	0.2776133904462856
327	13.433111666666667	52.505912	13.4349112	52.5103817	0.5231868900529507
328	13.423389666666667	52.511236	13.4194925	52.5142146	0.5399775008103829
329	13.421862	52.49304	13.4220572	52.4930552	0.02176745062725202
330	13.331795	52.510747	13.3325608	52.5074342	0.3684153425966855
331	13.603597333333333	52.53773033333334	13.6043219	52.5389218	0.15189642595958322
332	13.41522975	52.49497975000001	13.4183107	52.4989853	0.5523258469805444
333	13.256879	52.434005000000006	13.2585888	52.4310735	0.36988270316001126
334	13.3098745	52.508124	13.3066372	52.5066749	0.39264200424672235
335	13.215335999999999	52.4272475	13.2154373	52.440088	1.3900344061112562
336	13.60925	52.505212	13.6132612	52.5053424	0.4462482849803414
337	13.290914	52.596512	13.2896968	52.5881913	0.910556697338602
338	13.367513	52.46984499999999	13.3650726	52.4759806	0.7170942918489731
339	13.488894	52.547809	13.4902215	52.5429295	0.5478680409506864
340	13.421736857142855	52.48709085714286	13.4245531	52.4862857	0.3250353461391152
341	13.437308000000002	52.493527799999995	13.4414625	52.5008341	0.9153072825425388
342	13.196228	52.53038299999999	13.1956287	52.5347694	0.4795202470716973
343	13.417391	52.484501	13.4245531	52.4862857	0.8194499472005917
344	13.548684333333332	52.43804033333333	13.5489367	52.4382203	0.03414600640062175
345	13.383536	52.48996700000001	13.3859508	52.4860843	0.4985059562937919
346	13.408046000000002	52.51818900000001	13.4080828	52.5188425	0.07080368973270709
347	13.470510428571426	52.510991571428576	13.4708114	52.5118893	0.10268356801162411
348	13.328098	52.4866005	13.3310103	52.4873298	0.3333089597310823
349	13.434069599999999	52.4983226	13.4280355	52.4992628	0.6786239192550042
350	13.347826333333336	52.54847033333333	13.3448955	52.5467137	0.3772630896428493
351	13.443207	52.524328	13.4421106	52.5257322	0.1947441210376615
352	13.382686666666665	52.49910266666666	13.3828981	52.4991179	0.023568026733714685
353	13.395569	52.496986	13.3917234	52.4988198	0.4713808838954993
354	13.395145	52.54165	13.392876	52.5422898	0.26162148171488797
355	13.379133500000002	52.544827000000005	13.3794684	52.5449517	0.039607225720316754
356	13.420342000000002	52.535883	13.4216853	52.5349161	0.18233909038301488
357	13.331744	52.484598	13.3310103	52.4873298	0.306629698446851
358	13.32105075757576	52.50495072727273	13.3190659	52.5051746	0.22203177601515572
359	13.4307098	52.48642660000001	13.4341793	52.4816522	0.644569516468044
360	13.407451000000002	52.532122	13.4056617	52.5345175	0.3266851042692735
361	13.422184285714286	52.544833571428576	13.4259805	52.5447901	0.422146536189121
362	13.3270886	52.512054799999994	13.3221613	52.5118853	0.5481983937447228
363	13.361585	52.54535600000001	13.3591672	52.5463833	0.29091385582116386
364	13.452694058823528	52.51265729411765	13.452609	52.5122359	0.046542463006113664
365	13.421138458333333	52.496026083333334	13.4220572	52.4930552	0.33717432640624884
366	13.395650076923074	52.529028871794864	13.3947562	52.5322689	0.3642956777068733
367	13.278079666666667	52.505148055555566	13.2834702	52.5077057	0.6602233470890913
368	13.3192242	52.4981452	13.3247547	52.4940847	0.7557886374056636
369	13.477242000000002	52.518179	13.4786003	52.5203563	0.27971903709559404
370	13.277965	52.566673	13.2905918	52.5818407	2.160014331331773
371	13.378271	52.495537	13.383123	52.4986927	0.6384478268413648
372	13.419122090909092	52.53821890909091	13.4191052	52.5399725	0.18967644561858785
373	13.434685	52.511529	13.4351709	52.5107448	0.10056062722964897
374	13.274847	52.584480000000006	13.2837514	52.5894565	1.127121243410223
375	13.31243	52.585412	13.3166204	52.5776294	0.9624379499166428
376	13.229197666666664	52.625570999999994	13.229194	52.6246647	0.0981025943264575
377	13.432596000000002	52.50886199999999	13.4349112	52.5103817	0.3054322423375641
378	13.33959	52.524107	13.3412971	52.5261489	0.291271094299657
379	13.379166	52.5368662	13.377318	52.5351574	0.2763992206522376
380	13.2746965	52.587734	13.2837514	52.5894565	1.023971332976015
381	13.435464	52.51767	13.4315264	52.5180981	0.4402829844040585
382	13.302114666666665	52.52194600000001	13.3047721	52.5263437	0.5601592812792657
383	13.2988654	52.506201600000004	13.3026447	52.5043157	0.46717127616977294
384	13.430233	52.552325	13.4295126	52.5514112	0.1272182055023692
385	13.475352	52.51864200000001	13.474128	52.5204942	0.2421538829335711
386	13.373793	52.55695324999999	13.3732715	52.5571597	0.062140407256250724
387	13.401396400000001	52.532861200000006	13.3995725	52.532764	0.20308105184507774
388	13.3853345	52.54127800000001	13.3794684	52.5449517	0.7638076913167299
389	13.431664625	52.5122635	13.4349112	52.5103817	0.4144207341167758
